places,time,tweet
"Houston, Texas",2021-01-15 16:47:24,Thank you Dr. @PeterHotez for an insightful &amp; informative conversation! You addressed our most pressing #COVID19 concerns &amp; questions! #coronavirus #healthcare #vaccines https://t.co/EuNqmKZJCJ
,2021-01-15 16:47:24,Should you cash out your RRSP to get through #COVID19? You’ll want to think long and hard before you smash your retirement piggy bank. https://t.co/IYYMtb575E
New York/Albany,2021-01-15 16:47:20,"Per @NYGovCuomo, the latest positive testing rate for #COVID19 in New York State was 6.1%. 183 people lost their lives to the virus in the last 24 hours, and 8,808 people are now hospitalized statewide. Here in the five Boroughs, the Bronx positivity rate now highest at 7.68%."
Nottingham\Islington\Ashford,2021-01-15 16:47:16,"Wow, Sting @OfficialSting  is not going to be happy with #COVID19 being so rife I hope that does not include ""Don't stand so close to me"" https://t.co/h0fvlYqPrN"
"Toronto, Ontario",2021-01-15 16:47:15,"@hideurlife @NEWS1130 Ontario is reporting 2,998 cases of #COVID19 and nearly 76,500 tests completed. 
Yes cases are high in Ontario but the testing is very high too..."
Hants,2021-01-15 16:47:14,"@EricTopol @DrMichaelMosley @speedbumpcomic @johnpilger @jk_rowling @OfficialSting @BrianJohnson ""a working Test and Trace system, financial and material support for people to enable them to isolate, and ensuring all workplaces which are open are certified #Covid19-Safe"" https://t.co/liHqd80uop"
"Marblehead, MA",2021-01-15 16:47:14,"The next wave of the #PPP has arrived, and the #SBA and Treasury have issued guidance for first and second draw loans issued through this round of the program. Here’s what current and potential borrowers need to know. #COVID19 https://t.co/6ixSeiheYj"
,2021-01-15 16:47:11,Balochistan Today's Update of #COVID19 @jam_kamal @FazeelAsgharDMG @Noor_Baloch72 @MHayatKakar @HealthDepartme5 @nhsrcofficial @NIH_Pakistan @CMDUBalochistan @Sarmadky @LiaquatShahwani @HealthDepartme5 @zaheerKakar8 #Quetta #Balochistan @VofBalochistan https://t.co/jy5qfg7SFH
Birmingham,2021-01-15 16:47:10,"🎥 Professor Liam Grover (@DWLiam) interviewed here for the launch of the #MidlandsHealth #COVID19 report:
""The nasal spray we've developed is incredibly potent...the formulation is successful in preventing infection, even at a 1 in 100,000 dilution"" @HTIbham @BHPComms https://t.co/OZOaZ7ke5J"
I love London.,2021-01-15 16:47:09,Useful advice from @NatRout here for anyone dealing with #COVID19 symptoms 👇 https://t.co/vGCBFGOFXw
"Tinton Falls, NJ",2021-01-15 16:47:08,"❗❗  Get the latest guidance for managing severe #asthma during the #COVID19 pandemic with this #CME activity👉 https://t.co/afcYehRDR7 

#allergy #pulmonology #FreeCME #MedEd https://t.co/lj25ZxHaFd"
"Long Island, New York",2021-01-15 16:47:06,"Doctor John Campbell - #COVID19 Update on U.K., US and other countries - https://t.co/AWpx6px7kG via @YouTube"
"Amherst, MA",2021-01-15 16:47:05,"Thanks to @CNN and @its_xristina for covering @CDCgov and the #COVID19 Forecast Hub's grim forecasts for coming weeks. 

Correction: while 92K is within the realm of possibility it is not the model's best guess, which is more like 20-25K deaths/week.

https://t.co/loVauSkyru https://t.co/h9nqO1jsub"
"Chicago, IL",2021-01-15 16:47:04,"Medical laboratory science programs have struggled with sustainability for years, and the #COVID19 crisis has only made it harder. This @LabMedjournal paper discusses strategies for university-based MLS programs. https://t.co/VaM8T566aG"
"Atlanta, GA",2021-01-15 16:47:03,"New #PoliticalBreakfast podcast! @LordTinsdale &amp; @CathyWoolard (in for @TharonJohnson) on how Capitol riot &amp; impeachment present stark choices for @GaRepublicans; #COVID19 vaccine rollout; GA public health funding; more.  https://t.co/aTXjk8i8u4  #gapol 
@wabenews @GovKemp"
London,2021-01-15 16:47:01,"Lower Tier English Local Authorities for #covid19 by cases per 100,000 residents reported in the last 7 days

Alphabetical Order

Medway - Redbridge
Redbridge - South Ox
South Ox - Tunbridge W
Tunbridge W - York

England decreased from 598 cases per 100k yesterday to 578 today https://t.co/4etuvQbOKE"
,2021-01-15 16:47:00,"""It's for the family, it's for the elders who visit here and it's for the community, just for the community-at-large that hey, we're on the way to herd immunity."" This is #NWT #Denendeh tackling #Covid19. https://t.co/H3trfhOUNq https://t.co/YdDKETg0rs"
London,2021-01-15 16:47:00,"Lower Tier English Local Authorities for #covid19 by cases per 100,000 residents reported in the last 7 days

Alphabetical Order

Adur - Burnley
Burnley - Ealing
Ealing - Harrow
Harrow - Medway

England decreased from 598 cases per 100k yesterday to 578 today https://t.co/KAdi8PGN6Q"
"Minneapolis, MN",2021-01-15 16:47:00,"@USDA urged to prioritize #food worker protections
Perdue #Farms requires temperature checks before food workers can start work each day. #Covid19 #coronavirus
https://t.co/VFNrxWcWLQ https://t.co/X2ZF7y6o0s"
,2021-01-15 16:46:58,"Link above please help stop this loophole SIGN, SHARE and PROTECT CHILDREN!!

#sidemansitdowns #snow #liveline #PricelessJennieDay #schoolsreopening #homeschooling2021 #homeschooling #vaccine #COVID19 #WandaVison #lockdownuk #DailyCovidUpdate #uk #UKGovernment #uk #london #nhs https://t.co/ixOir732rW"
"Franklin County, NC",2021-01-15 16:46:58,"Franklin County Health Department Phone Lines are Overloaded. 
Please do NOT call about Vaccines Today. 
Please use EMAIL for Vaccines: covidVAX@franklincountync.us
We will get back to you as soon as possible. 
#COVID19 #CovidVaccine"
Bahrain,2021-01-15 16:46:55,"Numbers increasing rapidly since January 1, 2021 Deaths crossed 2 million 😪

#COVID19 #COVID20 #COVIDSecondWave #CovidUK #covidBahrain https://t.co/ZA8qEUQ8u1"
"Leeds, England",2021-01-15 16:46:50,"❤️❤️ Lunchbags ❤️❤️
#cateringleeds #leedsbestlunch #fresh #homemade #delicious #catering #leeds #relishfood #cateringinleeds #wedeliver #outofthisworld 🦄
Can your #caterer do that?
#COVID-19 #COVID19 #CovidSecure

https://t.co/Q18oABw5LM https://t.co/npXJOO8P9i"
USA,2021-01-15 16:46:49,@IvankaTrump SHE’S A CRIMINAL!! We are out of vaccine reserves! Trump HHS Sec Azar announced this week that the govt would begin releasing #COVID19 vaccine doses held in reserve for 2nd shots—but no such reserve existed!! Trump HHS had already shipped out reserves end of Dec!
,2021-01-15 16:46:49,"Brazil hospitals 'run out of oxygen' for virus patients
@WHO @alykhansatchu
@RiazGilani @RAbdiAnalyst
@MOH_Kenya
#COVID20
#COVID19 #coronavirus 
https://t.co/7EyaZWm91M"
"Bridge of Don, Scotland",2021-01-15 16:46:48,"Order Your Favorite Meals from the Best Restaurant in Aberdeen!!
ORDER ONLINE
.
👉 Online Menu: https://t.co/YeFDfctlwp
.
#COVID19 #IndianRestaurantAberdeen #HomeDeliveryAberdeen #OnlineFoodAberdeen #OnlineOrderAberdeen #fooddelivery #food #delivery https://t.co/CdQ230yXsX"
"Albany, NY",2021-01-15 16:46:46,"NEW: 183 deaths from #COVID19 per @NYGovCuomo, hospitalizations basically stable (-15 net) to 8,808. 

ICU ticks up, as do intubation procedures."
"London, UK",2021-01-15 16:46:45,"Supreme Court judgment brings clarity to a highly complex matter – Biba and ABI.

https://t.co/IuUjrKQFLh

#insurance #businessinterruption #claims #testcase #coronavirus #covid19 @BritishInsurers @BIBAbroker"
,2021-01-15 16:46:39,"Bendavid E, Oh C, Bhattacharya J, Ioannidis JPA. Assessing Mandatory Stay-at-Home and Business Closure Effects on the Spread of COVID-19. Eur J Clin Invest. 2021 Jan 5:e13484. doi: 10.1111/eci.13484. Epub ahead of print. PMID: 33400268 
#15gennaio #COVID19 https://t.co/EJc1JYLtgX"
USA,2021-01-15 16:46:37,@IvankaTrump SHE’S A CRIMINAL! We are out of vaccine reserves! Trump HHS Sec Azar announced this week that the govt would begin releasing #COVID19 vaccine doses held in reserve for 2nd shots—but no such reserve existed!! Trump HHS had already shipped out reserves end of Dec!
"Washington, DC",2021-01-15 16:46:35,"Last week, my employer announced that it was offering FREE online tutoring to the children of faculty &amp; staff who needed it during #COVID19. 

This is a reminder to employers: BE LIKE MINE. @AmericanU doing it right."
"Philadelphia, PA, USA",2021-01-15 16:46:35,"Vaccine reserve was already exhausted when Trump administration vowed to release it, dashing hopes of expanded access https://t.co/mJzg6gWc3C #vaccine #vaccinestrategy #covid19 #covid19usa"
"Columbus, Ohio",2021-01-15 16:46:34,"This quarter's newsletter highlights how the PSI team pivoted during #covid19 as well as our stance on #equity and #inclusion in the workplace. Follow the link to read more - https://t.co/6jt8VNGguG 

To be added to our mailing list email marketing@psi92.com. #psi #newsupdate https://t.co/M6ydoysyjn"
"Schiphol-Rijk, Haarlemmermeer",2021-01-15 16:46:34,DigitalChamber #Europe #Security #COVID19 #disinformation EMA warns over doctored COVID-19 vaccine data hacked and leaked online https://t.co/is2sOSA55i https://t.co/Gm3LC8xZjn
Isle of Wight,2021-01-15 16:46:33,"A #Ventnor councillor has warned #Covid19 rulebreakers to stay at home. 
Story: https://t.co/4EFlAXUToe https://t.co/TiEATPTaar"
"Socially distant, USA",2021-01-15 16:46:31,"Have been trying to follow Pfizer &amp; Moderna #CovidVaccine supply to help elderly relatives sign up in multiple states. 
Every dashboard and source gave different supply #. This is why. 
@HHSGov lied about the #. 

#COVID #COVID19 #MedTwitter #publichealth 
https://t.co/fk2TqKn049"
Malaysia,2021-01-15 16:46:31,"#NSTleader  Vaccines coming soon, but we still need to hunker down and follow SOPs

#Covid19

https://t.co/jjzHd1YOrW"
"Ontario, Canada",2021-01-15 16:46:28,"Total 𝙧𝙚𝙘𝙤𝙫𝙚𝙧𝙚𝙙 #COVID19 ""cases"" in the #MLHealth #LdnOnt area has risen to 3,305.

28 𝙧𝙚𝙘𝙤𝙫𝙚𝙧𝙞𝙚𝙨 since yesterday. 

Source: https://t.co/hejSMdwUcA https://t.co/XTsphYLnOc"
,2021-01-15 16:46:27,"I'm all jabbed!!!! Brilliant care @RCHTWeCare from everyone I met. 
#TeamRCHT #COVID19 https://t.co/d9Ou2nnAog"
Abu Dhabi,2021-01-15 16:46:25,"Is it just me who is struggling to explain the #covid19 cases pattern below for #UAE? The surge in cases over the last week or so seems abnormal.
⁦@mohapuae⁩ https://t.co/A16fFSxFCX"
,2021-01-15 16:46:21,"In other words, trying to infect everyone for herd immunity means an exponential increase curve which will create an exponential death curve when we run out of ventilators and hospital personnel 
#COVID19 #misinformation"
,2021-01-15 16:46:19,"Millions of Americans have either received a #covid19 vaccine or recovered from the virus – but neither status is a ticket to throw caution into the wind. 

Here's why you still need to wear a mask and take other steps to protect yourself and others. https://t.co/XxU9pHPqfy"
USA,2021-01-15 16:46:19,@IvankaTrump @realDonaldTrump SHE’S A CRIMINAL!! We are out of vaccine reserves! Trump HHS Sec Azar announced this week that the govt would begin releasing #COVID19 vaccine doses held in reserve for 2nd shots—but no such reserve existed!! Trump HHS had already shipped out reserves end of Dec!
"London, UK",2021-01-15 16:46:14,Our Head of Clinical Education @AlwinP13 sharing the good news... We're proud of all our colleagues stepping up to receive the vaccine against #COVID19. https://t.co/oku21perMU
Northern California,2021-01-15 16:46:13,@billy_maggard @Dobieblue All indications so far is that they will. All variants have the spike protein the vaccine trains your immune system to notice. Spike allows #COVID19 to get inside our cells.
USA,2021-01-15 16:46:11,@IvankaTrump SHE’S A CRIMINAL!! We are out of vaccine reserves! Trump HHS Sec Azar announced this week that the govt would begin releasing #COVID19 vaccine doses held in reserve for 2nd shots—but no such reserve existed!! Trump HHS had already shipped out reserves end of Dec!
,2021-01-15 16:46:10,"At the end of 2020 the Government announced their new COVID Funding Law. This law gives $900 Billion to increase COVID aid and $1.4 Trillion to the omnibus spending bill to contribute to a variety of government sectors.

Read More Here: https://t.co/EKRL8iOLEC

#pandemic #COVID19"
"Ottawa, Ontario",2021-01-15 16:46:10,"@nspector4 But I thought all Canadian governments say they're following ""the science""! What flipping ""THE science""? https://t.co/OhJLU4oGmf #COVID19Canada #COVID19 #Quebec #polqc #cdnpoli #coronavirus #PfizerVaccine #vaccinationCovid"
passblue1@gmail.com,2021-01-15 16:46:06,".@UN_PGA: I have an appointment here in NYC to get my vaccine as does my wife; he says #UN secgen also has an appointment [both men are 65+]
@NYGovCuomo @NYCMayor @volkan_bozkir #COVID19"
"Romford, London",2021-01-15 16:46:05,"Highlights of today is a lot of 90 year olds coming out of their homes for the first time in nearly and year to recieve their vaccines! 
💙
#covid19 
#covidvaccine
#NHS"
"Belfast, Northern Ireland",2021-01-15 16:46:05,"📢 Based in #Belfast council district + keen to support your local #community?❓

#volunteer #time #skills #donations

👋 JOIN OUR #MUTUALAID NETWORK

You're very welcome to get involved here 👉 https://t.co/SR0VRCgSpR

#communitycalling #supportmatching #COVID19 https://t.co/N6QzaV0msP"
"ÜT: -26.532499,28.376949",2021-01-15 16:46:04,Wishing you a speedy recovery from #COVID19 @LanaMarks @USEmbassySA
"Winston-Salem, NC",2021-01-15 16:46:03,"For information on North Carolina’s COVID-19 vaccine distribution plan, and scheduling, visit https://t.co/qArOqmJVPz.  Please note that NC 211 is not the number to call. #unitedway #liveunited #covid19 #vaccine https://t.co/HdaNRrOwQD"
